id;name;power;discription;price;categories_id;country
137;Напольный газовый котел Житомир ГО 200СН;200;Мощность номинальная-200 кВт. Назначение котла-Одноконтурный. Материал теплообменника-Сталь. Обогрев до 2000кв.м. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес.;2828023;2;Украина
138;Напольный газовый котел Житомир КС-Г-010СН;10;Напольный турбированный котел. Мощность номинальная-10 кВт. Назначение котла-Одноконтурный. Материал теплообменника-Сталь. Обогрев до 100кв.м. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес. Дымоход в комплекте;306652;2;Украина
139;Напольный газовый котел Житомир КС-Г-016СН;16;Напольный турбированный котел. Мощность номинальная-16 кВт. Назначение котла-Одноконтурный. Материал теплообменника-Сталь. Обогрев до 160кв.м. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес. Дымоход в комплекте;336705;2;Украина
140;Напольный газовый котел Житомир КС-Г-020СН;20;Напольный турбированный котел. Мощность номинальная-20 кВт. Назначение котла-Одноконтурный. Материал теплообменника-Сталь. Обогрев до 200кв.м. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес. Дымоход в комплекте;361729;2;Украина
141;Напольный газовый котел Житомир КС-Г-025СН;25;Напольный турбированный котел. Мощность номинальная-25 кВт. Назначение котла-Одноконтурный. Материал теплообменника-Сталь. Обогрев до 250кв.м. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес. Дымоход в комплекте;388012;2;Украина
142;Напольный газовый котел Житомир КС-Г-030СН;30;Напольный турбированный котел. Мощность номинальная-30 кВт. Назначение котла-Одноконтурный. Материал теплообменника-Сталь. Обогрев до 350кв.м. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес. Дымоход в комплекте;415554;2;Украина
143;Напольный газовый котел Житомир КС-Г-040СН;40;Напольный турбированный котел. Мощность номинальная-40 кВт. Назначение котла-Одноконтурный. Материал теплообменника-Сталь. Обогрев до 400кв.м. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес. Дымоход в комплекте;616569;2;Украина
144;Напольный газовый котел Житомир КС-Г-015СН/2;15;Мощность номинальная-15 кВт. Назначение котла-Двухконтурный. Материал теплообменника-Сталь. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес.;324231;2;Украина
145;Напольный газовый котел Житомир КС-Г-020СН/2;20;Мощность номинальная-20 кВт. Назначение котла-Двухконтурный. Материал теплообменника-Сталь. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес.;390874;2;Украина
146;Напольный газовый котел Житомир КС-Г-025СН/2;25;Мощность номинальная-25 кВт. Назначение котла-Двухконтурный. Материал теплообменника-Сталь. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес.;484474;2;Украина
147;Напольный газовый котел Житомир КС-Г-030СН/2;30;Мощность номинальная-30 кВт. Назначение котла-Двухконтурный. Материал теплообменника-Сталь. Вид топлива-Газообразное. Цвет-Белый. Теплоноситель-Вода. Гарантийный срок-12 мес.;577325;2;Украина
